__time,/hsrb/joint_states/arm_flex_joint/effort,/hsrb/joint_states/arm_flex_joint/position,/hsrb/joint_states/arm_flex_joint/velocity,/hsrb/joint_states/arm_lift_joint/effort,/hsrb/joint_states/arm_lift_joint/position,/hsrb/joint_states/arm_lift_joint/velocity,/hsrb/joint_states/arm_roll_joint/effort,/hsrb/joint_states/arm_roll_joint/position,/hsrb/joint_states/arm_roll_joint/velocity,/hsrb/joint_states/base_l_drive_wheel_joint/effort,/hsrb/joint_states/base_l_drive_wheel_joint/position,/hsrb/joint_states/base_l_drive_wheel_joint/velocity,/hsrb/joint_states/base_r_drive_wheel_joint/effort,/hsrb/joint_states/base_r_drive_wheel_joint/position,/hsrb/joint_states/base_r_drive_wheel_joint/velocity,/hsrb/joint_states/base_roll_joint/effort,/hsrb/joint_states/base_roll_joint/position,/hsrb/joint_states/base_roll_joint/velocity,/hsrb/joint_states/hand_l_spring_proximal_joint/effort,/hsrb/joint_states/hand_l_spring_proximal_joint/position,/hsrb/joint_states/hand_l_spring_proximal_joint/velocity,/hsrb/joint_states/hand_motor_joint/effort,/hsrb/joint_states/hand_motor_joint/position,/hsrb/joint_states/hand_motor_joint/velocity,/hsrb/joint_states/hand_r_spring_proximal_joint/effort,/hsrb/joint_states/hand_r_spring_proximal_joint/position,/hsrb/joint_states/hand_r_spring_proximal_joint/velocity,/hsrb/joint_states/head_pan_joint/effort,/hsrb/joint_states/head_pan_joint/position,/hsrb/joint_states/head_pan_joint/velocity,/hsrb/joint_states/head_tilt_joint/effort,/hsrb/joint_states/head_tilt_joint/position,/hsrb/joint_states/head_tilt_joint/velocity,/hsrb/joint_states/header/seq,/hsrb/joint_states/header/stamp,/hsrb/joint_states/wrist_flex_joint/effort,/hsrb/joint_states/wrist_flex_joint/position,/hsrb/joint_states/wrist_flex_joint/velocity,/hsrb/joint_states/wrist_roll_joint/effort,/hsrb/joint_states/wrist_roll_joint/position,/hsrb/joint_states/wrist_roll_joint/velocity,/hsrb/pressure_sensor/data,/hsrb/wrist_wrench/compensated/header/seq,/hsrb/wrist_wrench/compensated/header/stamp,/hsrb/wrist_wrench/compensated/wrench/force/x,/hsrb/wrist_wrench/compensated/wrench/force/y,/hsrb/wrist_wrench/compensated/wrench/force/z,/hsrb/wrist_wrench/compensated/wrench/torque/x,/hsrb/wrist_wrench/compensated/wrench/torque/y,/hsrb/wrist_wrench/compensated/wrench/torque/z
1692616183.162986,3.801643,-0.518826,-0.000018,68.397010,0.201826,0.000008,0.099360,-0.023132,0.000046,-0.021576,21.263982,0.003127,-0.016182,13.348206,0.000653,0.121440,-1.232289,0.000094,-1.891000,-0.050137,-0.020999,0.026204,1.226136,0.001181,-1.621000,-0.000137,-0.017000,0.119600,-0.000015,0.000138,-1.202571,0.000006,-0.000038,35957.000000,1692616183.144820,0.746514,-1.052282,0.000048,-0.141943,0.011278,0.000048,,,,,,,,,
1692616183.165191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70893.000000,1692616183.145583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.172236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70894.000000,1692616183.155831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.180500,3.995769,-0.518826,-0.000109,68.688061,0.201826,0.000008,-0.027600,-0.023132,0.000046,-0.037758,21.263962,0.004552,-0.018879,13.348206,0.000653,-0.055200,-1.232300,-0.000366,-1.891000,-0.049727,-0.004999,0.024566,1.226727,0.003545,-1.618000,0.003273,0.003000,0.099360,-0.000015,0.000138,-1.314286,0.000006,-0.000038,35958.000000,1692616183.164814,0.688686,-1.052282,0.000048,-0.184000,0.011278,0.000048,,,,,,,,,
1692616183.182850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70895.000000,1692616183.165583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.190637,1.035341,-0.518443,0.000646,68.688061,0.201826,0.000008,0.016560,-0.023132,0.000046,-0.032364,21.263982,0.001504,-0.013485,13.348206,0.000653,0.121440,-1.232289,0.000094,-1.893000,-0.051137,-0.008999,0.025383,1.226136,0.005909,-1.618000,0.003864,0.003000,0.077280,-0.000015,0.000138,-1.406286,0.000006,-0.000038,35959.000000,1692616183.174821,0.672914,-1.052282,0.000048,-0.226057,0.011278,0.000048,,,,,,,,,
1692616183.198920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70896.000000,1692616183.175639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.214025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,
1692616183.214042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70897.000000,1692616183.185491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.218576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70898.000000,1692616183.195606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.225986,2.491289,-0.518826,0.000991,68.688061,0.201826,0.000008,0.044160,-0.023132,0.000046,0.086304,21.263922,-0.008986,-0.013485,13.348206,0.000653,-0.154560,-1.232300,-0.001319,-1.894000,-0.050546,-0.017999,0.029070,1.225545,0.002954,-1.616000,0.005454,0.003000,0.082800,-0.000015,0.000138,-1.255143,0.000006,-0.000038,35960.000000,1692616183.204818,0.646629,-1.052282,0.000048,-0.157714,0.011278,0.000048,,,,,,,,,
1692616183.229561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70899.000000,1692616183.205624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.233402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70900.000000,1692616183.216746,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.242209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70901.000000,1692616183.225757,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.242218,3.445744,-0.518826,0.000325,69.270163,0.201826,0.000008,0.044160,-0.023132,0.000046,0.035061,21.263982,0.003166,-0.013485,13.348206,0.000653,0.088320,-1.232289,0.005319,-1.894000,-0.048728,-0.003000,0.022517,1.226727,0.005909,-1.615000,0.005272,-0.003000,0.038640,-0.000015,0.000138,-1.281429,0.000006,-0.000038,35961.000000,1692616183.224814,0.636114,-1.052282,0.000048,-0.184000,0.011278,0.000048,,,,,,,,,
1692616183.257712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70902.000000,1692616183.235511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.262586,2.685416,-0.518443,0.000018,68.688061,0.201826,0.000008,0.110400,-0.023132,0.000046,-0.018879,21.263982,0.004829,-0.010788,13.348206,0.000653,0.088320,-1.232300,-0.006042,-1.884000,-0.039955,-0.003000,0.024566,1.224954,-0.002954,-1.613000,0.006045,0.012000,0.064400,-0.000015,0.000138,-1.143429,0.000006,-0.000038,35962.000000,1692616183.244813,0.646629,-1.052282,0.000048,-0.094629,0.011278,0.000048,,,,,,,,,
1692616183.266144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70903.000000,1692616183.245578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.266866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70904.000000,1692616183.255995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.272537,2.960428,-0.518443,-0.000056,68.105959,0.201826,0.000008,-0.011040,-0.023132,0.000046,0.064728,21.263904,-0.008986,-0.016182,13.348206,0.000653,0.033120,-1.232289,0.008283,-1.884000,-0.039955,-0.003000,0.027020,1.224954,-0.002954,-1.610000,0.008046,0.012000,0.090160,-0.000015,0.000138,-1.261714,0.000006,-0.000038,35963.000000,1692616183.254826,0.641371,-1.052282,0.000048,-0.231314,0.011278,0.000048,,,,,,,,,
1692616183.276989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70905.000000,1692616183.265605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.287099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70906.000000,1692616183.275700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.290618,2.847188,-0.518443,-0.000018,68.688061,0.201826,0.000008,0.121440,-0.023132,0.000046,0.035061,21.264002,0.007818,-0.016182,13.348206,0.000653,0.154560,-1.232289,0.000094,-1.886000,-0.042546,0.029999,0.025795,1.225545,-0.002954,-1.606000,0.009455,0.010999,0.046000,-0.000015,0.000138,-1.353714,0.000006,-0.000038,35964.000000,1692616183.274824,0.625600,-1.052282,0.000048,-0.162971,0.011278,0.000048,,,,,,,,,
